Authors,Title,Year,Link,Abstract,Author Keywords
Pusa M.,Adjoint-based sensitivity and uncertainty analysis of lattice physics calculations with casmo-4,2014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85104539032&partnerID=40&md5=d32518bd5a48dff6d9fb228c9902272a,"The topic of this paper is the development of sensitivity and uncertainty analysis capabil-ity to the reactor physics code CASMO-4 in the UAM (Uncertainty Analysis in Best-Estimate Modelling for Design, Operation and Safety Analysis of LWRs) benchmark. The developed cal-culation system enables the uncertainty analysis of homogenized multi-group cross-sections, diffusion coefficients and pin powers with respect to nuclear data. The uncertainty analysis methodology is deterministic, meaning that the sensitivity profiles of the responses are com-puted first, after which uncertainty is propagated by combining the sensitivity profiles with the covariance matrices of the uncertain nuclear data. The sensitivity analysis is based on per-turbation theory which enables computing the sensitivity profiles efficiently by solving one generalized adjoint system for each response. The mathematical background of this work is reviewed and the main conclusions related to the implementation are summarized. Special emphasis is placed on the sensitivity analysis of two-group homogenized diffusion coefficients which require some modifications to the standard equations of generalized perturbation theory. Numerical results are presented and analyzed for a PWR fuel assembly with control rods out and inserted. The computational efficiency of the calculations is discussed. ? 2014 Westinghouse Electric Company LLC. All Rights Reserved.",Perturbation theory; Sensitivity analysis; UAM; Uncertainty analysis
"Cabellos O., Piedra D., Diez C.J., Fiorito L.",Impact of the fission yield nuclear data uncertainties in the pin-cell burn-up oecd/nea uam benchmark,2014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098693300&partnerID=40&md5=e12ed28ac6c96ded621b0ee8a6b30d55,"The prediction of fission products and the impact of their uncertainties to different safety-related spent fuel applications (burn-up credit, decay heat generation, radiological safety, waste management, burn-up prediction) are required for the evaluation of spent fuel system designs and safety analysis options. One of the nuclear data needs to this prediction is the independent fission yields. The mostly used general-purpose evaluated nuclear data libraries provide these data including their uncertainties as standard deviation, with no-correlation between fission yields. However, new developments in the theory and measurements of fission product yields are expected to result in new evaluated files in the next coming years. These files will include considerably more accurate yields including neutron energy dependence combined with new covariance information allowing realistic uncertainty estimates. In this paper, we focused on the effect of fission yield covariance information on criticality and depletion calculations. A LWR pin-cell burn-up benchmark, proposed in the general framework of the OECD/UAM Benchmark is analyzed to address the impact of independent fission yield uncertainties. Calculations were performed with the SCALE6 system and the ENDF/B-VII.1 fission yield data library, adding covariance data obtained from including covariance info of mass yields. Results are compared with those obtained with the uncertainty data currently provided by ENDF/B-VII.1. The uncertainty quantification is performed with a Monte Carlo sampling and then compared with linear perturbation. ? 2014 Westinghouse Electric Company LLC. All Rights Reserved.",burn-up credit; covariance; fission yield; sensitivity/uncertainty analysis
"Garc?a H.J., G?mez-Bernal A., P?rez E.P., Garc?a A.G.",A masonry evolution story: Unreinforced adobe into confined masonry structures in countries with high seismic activity,2014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994429972&partnerID=40&md5=87fd392dc683075964f3ae6ba59e7639,"On Tuesday, March 20th, 2012, at 12:02 local time (18:02 GMT), an earthquake with magnitude Mw = 7.4, struck the area of Oaxaca and Guerrero States in the southeastern region of Mexico. Since 1928, and approximately every 14 years, earthquake events have happened in this area known as the Ometepec Segment in the Mexican subduction zone.Structural damage is strongly related to economic situation. The lack of expert advice, on how to improve structural configuration utilizing local available materials and minimizing costs, left several damaged houses with highly inadequate retrofits. However, we could observe in damage recognition in recent earthquakes that the construction practice has improved, despite local and state seismic provisions; the affected population has learned the lessons of having houses with poor adobe blocks, or poor structural configurations. Seismic vulnerability studies conducted in El Salvador, in Central America, have also demonstrated that this seismic evolution is a current activity in countries with high seismic activity. The objective of the reconnaissance team of the Structures Area, of the Universidad Autonoma Metropolitana (UAM-A), has always been to recognize the cause of damage to structures, in the epicentral areas that happened in Mexico; as well as let the structural engineering community know about the lessons learned from these earthquakes. In this paper we discuss that in rural communities is less frequent the use of Adobe Structures, they have improved the construction practice by replacing adobe with confined masonry structures, and hence improving their seismic behaviour. We also discuss how the seismic vulnerability in these areas has been reduced through years and earthquakes.",Masonry; Seimic vulnerability assessment; UAM-A Reconaissance team
"Ivanov E., Ivanova T., Kodeli I.-A., Mastrangelo V.",Data Assimilation for Kinetic Parameters Uncertainty Analysis,2014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84992145232&partnerID=40&md5=81d326d34ead52b118f29f5252e7b611,"Several years ago, the OECD/NEA Nuclear Science Committee (NSC) established the Expert Group on Uncertainty Analysis in Modeling (UAM-LWR) after thorough discussions of the demands from nuclear research, industry, safety and regulation to provide the best estimate predictions of nuclear systems parameters with their confidence bounds. UAM objectives include among others, the quantification of uncertainties of neutronic calculations with respect to their value for the multi-physics analysis. Since the kinetics parameters and their uncertainties are of particular interest for these studies the deterministic approaches for analysis of uncertainties in nuclear reactor kinetic parameters (neutron generation lifetime and delayed neutron effective fraction) have been developed in frame of the UAM-LWR. The approach uses combination of generalization of perturbation theory to reactivity analysis, and the Generalized Perturbation Theory (GPT) for sensitivity computation. It has been applied to the UAM complementary fast neutron SNEAK test case that has unique set of experimental data for ¥âeff. In this example, the covariance matrices of nuclear data have been derived from COMMARA library by Bayesian adjustment upon the set of the fast neutron integral benchmarks with the BERING code package. Then, the kinetic parameters uncertainties with their correlations have been applied to simplified model of a reactivity insertion transient where relative uncertainty of power peak was taken as figure of merit. The results demonstrate that the uncertainties due to nuclear data impact significantly the energy release in a coupled transient modeling. It was also found that such uncertainties become higher if the correlations between uncertainties of different lumped parameters are taken into account. ? 2014 Westinghouse Electric Company LLC. All Rights Reserved.",Generalized Linear Least Square Approach and transient analysis.; kinetic parameters; perturbation theory; Uncertainty Analysis in Modeling (UAM)
"Sargeni A., Burn K.W., Bruna G.B.",Coupling effects in large reactor cores: The impact of heavy and conventional reflectors on power distribution perturbations,2014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84991905592&partnerID=40&md5=3908dcccee168e84283fff1c68a82d07,"The paper is intended to provide a simple but general overview of the problem of large-size nuclear reactor coupling, through an application that demonstrates the sensitivity of the system perturbations to the eigenvalue dominance ratio. As an example, we have investigated the sensitivity of the core radial power distribution to the nature of the reflector (conventional vs. a ¡°heavy¡± stainless-steel one), by applying a perturbation to some peripheral assemblies of an EPR-like reactor system (as defined in the UAM GEN-III benchmark, a fresh fuel core). The perturbation was selected to simulate possible assembly bowing effects, engendering a variation of the inter-assembly water gap, which can generate an azimuthal asymmetry in the power distribution. This is conventionally referred to as a 'power tilt'. The amplification effect of the reflector on the power tilt has been addressed in two steps. Firstly, we have compared the power tilt, computed with the deterministic code CRONOS2 (the neutronics diffusion module of the HEMERA chain) and with the probabilistic transport code MCNP, to validate the CRONOS2 response against a Monte-Carlo reference and obtain a quantification of the amplification effect at zero power. Then the feedbacks have been taken into account in the diffusion calculations to evaluate the sensitivity of the tilt to the power level. The explanation of the difference in the core behavior in the presence of either a conventional or a heavy reflector has been investigated through the examination of the power distributions and the eigenvalue splitting of the two systems. The results explain the higher sensitivity to a peripheral perturbation of a heavy-reflector-core compared to a conventionally-reflected one. ? 2014 Westinghouse Electric Company LLC. All Rights Reserved.",Eigenvalue splitting; EPR-like core; Power tilt; Sensitivity
"Alshar'e M.I., Sulaiman R., Mokhtar M.R., MohdZin A.",Design and implementation of the TPM user authentication model,2014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987677239&doi=10.3844%2fjcssp.2014.2299.2314&partnerID=40&md5=af0440b50c5ac5833c6dd6b8a9a7c3f8,"The Trusted Computing Group (TCG) has introduced the Trusted Platform Module (TPM) as a solution to assure end users of their privacy and confidentiality. Although the TPM is designed to prevent software attacks, the TPM itself is vulnerable to physical attacks that could enable intruders to gain access to confidential data. In general, the TPM provides an ID and implements a password identification technique to prevent unauthorized users from gaining access to the TPM. The TPM user authentication is carried out by the TPM itself, which exposes the TPM to direct risk as highly skilled intruders can break the authentication line of defence and gain access to the TPM. The process of encrypting and decrypting information, especially when asymmetric algorithms are used, is viewed as a process that consumes time and resources, which decreases the speed of the computer. In order to solve the problems, a TPM User Authentication Model (TPM-UAM) that can provide the TPM with a higher level of security and resistance against physical attacks has been proposed as we proposed in our previous research paper (Alshar'e et al., 2014). The technique is based on biometric authentication to prove the identity of the users and to allow the process of authentication to happen at an independent platform using virtualization that will keep the TPM out of reach until a user is completely verified and approved. The TPM-UAM is able to provide a more satisfactory level of confidence for data and processes that can be rated as highly confidential and private. The model was successfully developed and tested and the results confirmed the model efficiency and ability to secure TPM and all functions have been confirmed to be working perfectly according to what they were designed for. This paper describes the design and implementation of TPM-UAM system based on the proposed authentication model, virtualization has been implemented to create authentication platform to prevent direct interaction with TPM and biometrics has been implemented to verify identities and supervise running TPM, the system testing results in confirming the system functionality and ability to secure and protect TPM. ? 2014 M.I. Alshar'e et al.",Authentication; Biometrics; Face recognition; Fingerprint; TCG; TPM; Virtualization; Xen
"Villatoro-Tello E., Ram?rez-De-La-Rosa G., S?nchez-S?nchez C., Jim?nez-Salazar H., Luna-Ram?rez W.A., Rodr?guez-Lucatero C.",UAMCLyR at RepLab 2014: Author Profiling task? notebook for RepLab at CLEF 2014,2014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84981164458&partnerID=40&md5=7f111f5d8745ff483f7c3077b9bf7b1c,"This paper describes the participation of the Language and Reasoning Group of UAM at RepLab 2014 Author Profiling evaluation lab. This task involves author categorization and author ranking subtasks. Our method for author categorization uses a supervised approach based on the idea that we can use the information on Twitter's user profile, then by means of employing an attribute selection techniques we can extract attributes that are the most representative from each user's activity domain. For the author ranking subtask we use a two step chained method that uses stylistics attributes (e.g. lexical richness, language complexity) and behavioral attributes (e.g. posts' frequency, directed tweets) extracted from the users' profile and the posts. We use these attributes in conjunction with a Markov Random Fields for improving an initial ranking given by the confidence of Support Vector Machine classification algorithm. Obtained results are encouraging and motivate us to keep working on the same ideas.",Author Profiling; Communication behavior; Markov Random Field; Probabilistic ranking method; Supervised text classification
"Yun Y., Leray O., Ferroukhi H.",Uncertainty and sensitivity analysis of oecd/nea uam fuel thermal behaviour benchmark using a falcon/uranie methodology,2014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84933185007&partnerID=40&md5=84317efacc6ac8b967cc55dca0339fea,"Within the framework of the OECD UAM Phase 2 benchmark, an uncertainty and sensitivity analysis of the fuel thermal behavior is performed using the Falcon code along with the URANIE platform. In a first part, focus is on an uncertainty quantification of the predicted fuel temperature pertaining to input parameters specified as manufacturing tolerances of the fuel rod design. It is observed that the mean value of the fuel maximum temperature slightly increases with burnup and that the standard deviation and its variation remain relatively small. In a second part, a global sensitivity analysis method based on Sobol indices is applied in an attempt to estimate the relative contributions of the various input parameters to the fuel temperature uncertainty. It is found that the uncertainty is essentially dependent on the pellet-gap behavior. At lower burnups when the gap is open, the pellet OD and cladding ID are found as the key parameters while after gap closure, all parameters contribute in a collaborative manner to the fuel temperature. ? Proceedings of the International Conference on Physics of Reactors, PHYSOR 2014. All right reserved.",Falcon; fuel thermal behavior; manufacturing tolerance; UAM; Uncertainty/Sensitivity; URANIE
"Ball M.R., McEwan C., Novog D.R., Luxat J.C.",The dilution dependency of multigroup uncertainties,2014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918529123&doi=10.1155%2f2014%2f306406&partnerID=40&md5=d5285394ec205ee44762d4b0d48b57d4,"The propagation of nuclear data uncertainties through reactor physics calculation has received attention through the Organization for Economic Cooperation and Development - Nuclear Energy Agency's Uncertainty Analysis in Modelling (UAM) benchmark. A common strategy for performing lattice physics uncertainty analysis involves starting with nuclear data and covariance matrix which is typically available at infinite dilution. To describe the uncertainty of all multigroup physics parameters-including those at finite dilution - additional calculations must be performed that relate uncertainties in an infinite dilution cross-section to those at the problem dilution. Two potential methods for propagating dilution - related uncertainties were studied in this work. The first assumed a correlation between continuous-energy and multigroup cross-sectional data and uncertainties, which is convenient for direct implementation in lattice physics codes. The second is based on a more rigorous approach involving the Monte Carlo sampling of resonance parameters in evaluated nuclear data using the TALYS software. When applied to a light water fuel cell, the two approaches show significant differences, indicating that the assumption of the first method did not capture the complexity of physics parameter data uncertainties. It was found that the covariance of problem-dilution multigroup parameters for selected neutron cross-sections can vary significantly from their infinite-dilution counterparts. Copyright ? 2014 M. R. Ball et al.",
Lee I.-M.,Geotechnical optimization in underground construction,2014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907308397&doi=10.1201%2fb17240-5&partnerID=40&md5=077b8343c3679d589288d6d57185d6f8,"Geotechnical optimization in underground construction will be presented in the keynote speech. It includes optimization in deep excavation such as pressurized grouting in soil nailing, pre-stressed soil nailing, optimization of soil nailing design considering three failure modes and pressurized compression anchor; optimization in tunnelling such as innovation in UAM, utilization of non-destructive testing, and risk methodology in mechanized tunneling, etc. ? 2014 Korean Geotechnical Society.",
"Rosen M.A., Sampson J.B., Jackson Jr. E.V., Koka R., Chima A.M., Ogbuagu O.U., Marx M.K., Koroma M., Lee B.H.",Failure mode and effects analysis of the universal anaesthesia machine in two tertiary care hospitals in Sierra Leone,2014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907304841&doi=10.1093%2fbja%2faeu096&partnerID=40&md5=2b7382eb44b06c2e06febe3990c0e0fd,"Background. Anaesthesia care in developed countries involves sophisticated technology and experienced providers. However, advanced machines may be inoperable or fail frequently when placed into the austere medical environment of a developing country. Failure mode and effects analysis (FMEA) is a method for engaging local staff in identifying real or potential breakdowns in processes or work systems and to develop strategies to mitigate risks. Methods. Nurse anaesthetists from the two tertiary care hospitals in Freetown, Sierra Leone, participated in three sessions moderated by a human factors specialist and an anaesthesiologist. Sessions were audio recorded, and group discussion graphically mapped by the session facilitator for analysis and commentary. These sessions sought to identify potential barriers to implementing an anaesthesia machine designed for austere medical environments-the universal anaesthesia machine (UAM)-and also engaging local nurse anaesthetists in identifying potential solutions to these barriers. Results. Participating Sierra Leonean clinicians identified five main categories of failure modes (resource availability, environmental issues, staff knowledge and attitudes, and workload and staffing issues) and four categories of mitigation strategies (resource management plans, engaging and educating stakeholders, peer support for new machine use, and collectively advocating for needed resources). Conclusions. We identified factors that may limit the impact of a UAM and devised likely effective strategies for mitigating those risks. ? The Author 2014.",Austere anaesthesia; Failure mode and effects analysis FMEA; Quality improvement; Sierra Leone
