Authors,Title,Year,Link,Abstract,Author Keywords
"Hearn T.A., Herniczek M.T.K., German B.J.","Conceptual Framework for Dynamic Optimal Airspace Configuration for Urban Air Mobility",2023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153706066&doi=10.2514%2f1.D0327&partnerID=40&md5=020ef1723f751916ea2683bf838273c2","In this work, a framework for optimizing the configuration of service areas in airspace into disparate partitions is demonstrated in the context of urban air mobility (UAM) operations. This framework is applied to a conceptual UAM airspace configuration, where a free-flight-based routing service and a corridor-based routing service are dynamically allocated to control different portions of the airspace over time, based on traffic demand. This allocation seeks to determine the least amount of structured coordination (in terms of active flight corridors) needed to safely meet traffic demand. This framework integrates several modeling components, including a novel spatiotemporal graph theoretic UAM traffic model capable of optimizing vehicle trajectories while maintaining multiple flight constraints. Airspace complexity and trajectory efficiency metrics are both implemented to quantify the overall safety and cumulative cost of routing a set of missions according to a given airspace configuration. Finally, spatial airspace partitions are managed using a support vector machine-based algorithm. Metrics are then applied to optimize the airspace configurations, according to desired objectives. Simulated results show that this framework can produce airspace configurations that ensure safety, while providing trajectory efficiency more effectively than purely uniform free-flight or corridor-based flight. This is demonstrated for both low-and high-density traffic scenarios. © 2023, AIAA International. All rights reserved.",
"Öreg Z., Shin H.-S., Tsourdos A.","On the underlying dynamics of traffic conflicts related to stochastic behaviour",2023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135935284&doi=10.1177%2f09544100221117432&partnerID=40&md5=5f3077ddc67e39440de2feb60c390eba","The aim of this paper is to analyse why and how air traffic conflicts occur as a result of the stochastic behaviour of both the ownship and the intruder and to show how system-level characteristics can be derived from such an analysis. Ensemble dynamics in a given traffic scenario have already been analysed using multi-agent simulations by many; however, such an analysis is hardly ever backed up and interpreted in terms of an analytical study. By making use of directional conflict probability maps, characteristics of integral, system-level quantities can be explained, providing further insight into the relationship of speed distribution parameters and system performance quantities, namely, safety and throughput. © IMechE 2022.","analytical modelling; conflict detection analysis; stochastic analysis; unmanned traffic management; urban air mobility"
"Simoneau T.","Airspace Ownership Controversies in the United States: A Concise History",2023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152035101&partnerID=40&md5=9d412fface40a4ce005f6d5ca1bdd384","Ownership and control of airspace has long been a controversial, confusing, and difficult area of study within aviation law. Throughout the twentieth century, there was copious debate surrounding the rights of property owners and the authority of aviation regulatory agencies to govern airspace. The invention of the airplane and a burgeoning concern about aerial trespass vigorously fueled that debate. In the contemporary context, airspace ownership questions center primarily on debates over low-altitude airspace and subsequent legal remedies available for improper use, illegal entrance, or unwanted occupation of that airspace. This review examines the history of airspace ownership controversies in the United States through an analysis of legal cases, scholarly debates, academic journal articles, and primary sources. The purpose of this paper is to assist aviation scholarly and industry personnel in forming a better understanding of the historical and contemporary debates that have surrounded the question of airspace rights. It is a particularly meaningful time to review this area of aviation legal history because the advent of novel aviation technologies—namely, drones, Urban Air Mobility (UAM), and Advanced Air Mobility (AAM) air taxis—is creating an industry ripe for new airspace ownership and control controversies in the coming decades. © 2023, University Aviation Association. All rights reserved.",
"Opazo T.I., Raja Zahirudin R.A., Palacios J., Schmitz S., Langelaan J.W.","Analytical and Experimental Power Minimization for Fixed-Pitch Coaxial Rotors in Hover",2023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85154032471&doi=10.2514%2f1.C036807&partnerID=40&md5=b54213f3e9e4c980dea9dd78994d1ad1","Fixed-pitch coaxial, contrarotating rotors are often used in multirotor aircraft in applications ranging from payload delivery to urban air mobility. This paper examines minimizing net power at a given thrust for the coaxial pair using both an analytical approach based on blade element momentum theory and experimental results conducted in a hover test stand, as well as experimental results in hover for an X8 configuration multirotor. Appropriate distribution of thrust (realized via differential rotor speeds) to the upper and lower rotors results in approximately 5% savings in total power. Under this condition the thrust distribution is approximately 60% by the upper rotor and 40% by the lower rotor (which occurs when the lower rotor shaft speed is roughly 10% higher than the upper rotor shaft speed). Similar ratios were obtained in both the analytical solution and in experiment, at various total thrust levels. Hover flight tests of the X8 multirotor also showed approximately 5% reduction in hover power at this RPM setting. © 2022 by the American Institute of Aeronautics and Astronautics, Inc. All rights reserved. All requests for copying and permission to reprint should be submitted to CCC at www.copyright.com; employ the eISSN 1533-3868 to initiate your request. See also AIAA Rights and Permissions www.aiaa. org/randp.",
"Ugwueze O., Statheros T., Horri N., Bromfield M.A., Simo J.","An Efficient and Robust Sizing Method for eVTOL Aircraft Configurations in Conceptual Design",2023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85151353431&doi=10.3390%2faerospace10030311&partnerID=40&md5=2b765b12145340cb9db1faea95b5658d","This paper presents the development of a robust sizing method to efficiently estimate and compare key performance parameters in the conceptual design stage for the two main classes of fully electric vertical take-off and landing (eVTOL) aircraft, the powered lift and wingless aircraft types. The paper investigates hybrids of classical root-finding methods: the bisection, fixed-point and Newton-Rapson methods for use in eVTOL aircraft sizing. The improved convergence efficiency of the hybrid methods is at least 70% faster than the standard methods. This improved efficiency is significant for complex sizing problems. The developed sizing method is used to investigate the comparative performance of the wingless and powered lift eVTOL aircraft types for varying mission lengths. For a generic air taxi mission with a payload of 400 kg, the powered lift type demonstrates its mass efficiency when sized for missions above 10 km in range. However, the simpler architecture of the wingless eVTOL aircraft type makes it preferable for missions below 10 km in range when considering energy efficiency. The results of the sizing study were compared against a selection of eVTOL aircraft data. The results showed a good agreement between the estimated aircraft mass using the proposed sizing method and published eVTOL aircraft data. © 2023 by the authors.","conceptual aircraft design; eVTOL sizing; powered lift; urban air mobility; wingless"
"Urban D., Kusmirek S., Socha V., Hanakova L., Hylmar K., Kraus J.","Effect of Electric Ducted Fans Structural Arrangement on Their Performance Characteristics",2023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149944146&doi=10.3390%2fapp13052787&partnerID=40&md5=cb46464ec66816480b91389a418edb1a","With the expanding electrification in all sectors of transport, it is necessary to look for new efficient solutions for propulsion systems for use in air transport. One of the approaches can be the use of electric ducted fans (EDFs), especially in, but not limited to, the case of unmanned aerial vehicles with vertical takeoff and landing. This concept has been known for several decades but has been used very little and therefore has been almost unexplored. This opens up opportunities for investigating the performance characteristics, electrical consumption or efficient thrust vectoring of EDFs with respect to their design and operational use. The presented study therefore deals with the influence of the EDF design change on its performance characteristics. These design changes mainly concerned the geometry of the cowling, i.e., reduction and increase of outlet cross section, and arrangement of fans, i.e., one- and two-rotor specification. The comparison was based on measuring of vertical thrust and power consumption during static testing. The results showed that the increasing outlet is the most suitable construction for the generation of vertical thrust during static testing, considering the specifically used EDF construction arrangement. Based on the findings, it can also be concluded that EDFs are a suitable option for use in unmanned aircraft as a competition to other propulsion systems. © 2023 by the authors.","3-D printing; electric ducted fan; engine; performance; propulsion systems; thrust; unmanned aircraft; urban air mobility"
"Amitanand Sinha A., Rajendran S.","Study on facility location of air taxi skyports using a prescriptive analytics approach",2023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148667079&doi=10.1016%2fj.trip.2023.100761&partnerID=40&md5=63c45ba7f0c2f8d6e6c0984ff5cfc83d","The current study identifies infrastructure locations for air taxi operations in New York City (NYC) using a prescriptive analytics approach. Based on the potential air taxi demand estimated by prior studies, 14 unique sites are identified by an unsupervised machine learning technique called clustering large applications (CLARA) in Step-1. However, developing all the suggested stations simultaneously might be challenging for any business, and therefore, an integer programming model is developed in Step-2 to propose opening these centers in multiple phases, considering parameters such as rental cost, daily number of trips, easy access to road facilities, and employee salary, while maximizing the demand satisfaction. Sensitivity analysis is then conducted to identify the impact of various market penetration strategies (such as aggressive, defensive and balanced), inflation in the rental cost and employee salary, and the emergence of latent demand on the phased opening of the facilities. The clustering algorithm results indicate seven air taxi facilities to be established in the Manhattan borough, four in Queens, two in Brooklyn, and one in New Jersey, spread across three phases. Larger vertiports are suggested for airports, such as John F Kennedy and LaGuardia international airports, since they serve approximately 55% of the overall demand. Results also showed that varying percentages of the budgeted rental cost and employee salary have minimal effect on the total number of stations. © 2023 The Authors","Air taxi; Electric vertical takeoff and landing; Facility location; Prescriptive analytics; Unsupervised machine learning and integer programming approach; Urban air mobility"
"Yavas V., Yavaş Tez Ö.","Consumer intention over upcoming utopia: Urban air mobility",2023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85144080444&doi=10.1016%2fj.jairtraman.2022.102336&partnerID=40&md5=888a90d8c01633de080b41a37a4936b1","This study investigates the factors affecting users' acceptance of urban air mobility (UAM) systems, constructing a proposed theoretical urban air mobility acceptance and usage model (UAM-AUM). In this context, we posit that intention to fly, UAM conceptual intention, environmental consciousness, UAM affordability, general reliability and perceived usefulness variables are key determinants for behavioural intention to use. Using the UAM-AUM scale we apply structural equation modelling analysis for model validation based on data collected from 348 participants and the results strongly support the proposed model. Perceived usefulness is found to be the strongest determinant of user behavioural intention and mediates the effects of UAM acceptance, influencing the intention to use the system along with other variables. Another critical factor for promoting consumers’ positive intentions towards UAM system use is general reliability. The findings provide practical guidance for designing strategic interventions to improve public acceptance of UAM systems. © 2022 Elsevier Ltd","Consumer behaviour; Flying car; Recreation; Urban air mobility"
"Liberacki A., Trincone B., Duca G., Aldieri L., Vinci C.P., Carlucci F.","The Environmental Life Cycle Costs (ELCC) of Urban Air Mobility (UAM) as an input for sustainable urban mobility",2023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146421152&doi=10.1016%2fj.jclepro.2023.136009&partnerID=40&md5=3755229c4fa4e0fdae3f5a7969d6ce19","The growth of shared mobility has recently challenged the way mobility has traditionally been conceived. In this perspective, this study investigates the Environmental Life Cycle Costs of Urban Air Mobility (UAM) services to evaluate their potential integration with other transport systems, in the three-time horizons (2025, 2030, 2035). The key area of research was focused on the determination of the cost components of UAM required to calculate the unit costs of UAM transportation. To this end, unitary data and the method from a 2017 EC DG MOVE's report on urban accessibility have been adopted. The analysis confirms that most of the cost is related to the aircraft energy consumption during flight, while the rest is used by ground infrastructure. Moreover, the energy cost is strongly correlated with the distance travelled and the size of the aircraft. The longer the flight and the bigger the aircraft, the higher is the energy cost. Complex cost analysis should be able to support decision-makers in the definition of Sustainable Urban Mobility and their principles of integration, participation, monitoring and evaluation. However, it will be necessary to be able to draw on more consolidated and widespread data over time for the creation of Urban plans for Sustainable Mobility. © 2023 Elsevier Ltd","Environmental life cycle costs; Sustainable urban mobility; Urban air mobility; Urban freight transport"
"Pertz J., Niklaß M., Swaid M., Gollnick V., Kopera S., Schunck K., Baur S.","Estimating the Economic Viability of Advanced Air Mobility Use Cases: Towards the Slope of Enlightenment",2023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85149067040&doi=10.3390%2fdrones7020075&partnerID=40&md5=cacb92197c35d4c9e3af62b44383e6b5","While different vehicle configurations enter the AAM market, airlines declare different ticket fares for their operations. This research investigates the operating cost of an airline and the economic viability with the announced fare per km rates. For this purpose, three use cases in the metropolitan area of Hamburg showcase representative applications of an AAM system, whereby a flight trajectory model calculates a flight time in each case. The direct operating cost are investigated for each use case individually and are sub-classified in five categories: fee, crew, maintenance, fuel and capital costs. Here, each use case has its own cost characteristics, in which different cost elements dominate. Additionally, a sensitivity analysis shows the effect of a variation of the flight cycles and load factor, that influences the costs as well as the airline business itself. Based on the occurring cost, a profit margin per available seat kilometer lead to a necessary fare per km, that an airline has to charge. © 2023 by the authors.","advanced air mobility; airport shuttle; cost modeling; direct operating cost; intra-city; profit margin; regional mobility; ticket price; urban air mobility"
"Zyadat Z., Horri N., Innocente M., Statheros T.","Observer-Based Optimal Control of a Quadplane with Active Wind Disturbance and Actuator Fault Rejection",2023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148974163&doi=10.3390%2fs23041954&partnerID=40&md5=93fbf262c38f2ef1f32fa44ec73d4dd0","Hybrid aircraft configurations with combined cruise and vertical flight capabilities are increasingly being considered for unmanned aircraft and urban air mobility missions. To ensure the safety and autonomy of such missions, control challenges including fault tolerance and windy conditions must be addressed. This paper presents an observer-based optimal control approach for the active combined fault and wind disturbance rejection, with application to a quadplane unmanned aerial vehicle. The quadplane model is linearised for the longitudinal plane, vertical takeoff and landing and transition modes. Wind gusts are modelled using a Dryden turbulence model. An unknown input observer is first developed for the estimation of wind disturbance by defining an auxiliary variable that emulates body referenced accelerations. The approach is then extended to simultaneous rejection of intermittent elevator faults and wind disturbance velocities. Estimation error is mathematically proven to converge to zero, assuming a piecewise constant disturbance. A numerical simulation analysis demonstrates that for a typical quadplane flight profile at 100 m altitude, the observer-based wind gust and fault correction significantly enhances trajectory tracking accuracy compared to a linear quadratic regulator and to a H-infinity controller, which are both taken, without loss of generality, as benchmark controllers to be enhanced. This is done by adding wind and fault compensation terms to the controller with admissible control effort. The proposed observer is also shown to enhance accuracy and observer-based rejection of disturbances and faults compared to three alternative observers, based on output error integration, acceleration feedback and a sliding mode observer, respectively. The proposed approach is particularly efficient for the active rejection of actuator faults under windy conditions. © 2023 by the authors.","active disturbance rejection; actuator fault; LQR; observer; optimal control; quadplane; transitioning; UAV; wind disturbance"
"Melo S., Silva F., Abbasi M., Ahani P., Macedo J.","Public Acceptance of the Use of Drones in City Logistics: A Citizen-Centric Perspective",2023,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148011077&doi=10.3390%2fsu15032621&partnerID=40&md5=e9ee0f3dd8e5e3c34be289b085309631","The specific use of drones for city logistics has been increasingly studied and analysed by research and industry. An examination of the findings in the literature indicates that drones have proven to be a useful and added-value tool in the most diverse fields. However, the importance of the citizen’s perspective has still not been sufficiently incorporated into the deployment of urban air mobility systems. This paper seeks to contribute to a better understanding of the interaction between public knowledge and the awareness of, and engagement with, drones, alongside the concerns and support for their use in city logistics. A survey was carried out in Portugal of the citizens with a view to better understanding their attitude towards such a goal. The survey revealed a positive attitude towards the use of drones in city logistics and that socio-demographic characteristics, namely gender, education level, job occupation, age, and home location are not directly correlated with citizens’ attitudes. Moreover, citizens revealed that they favour a potential environmental benefit over a reduction in delivery time, which they would be willing to pay for. The policy implications derived can help develop the knowledge of public perception about drone usage for transport-related tasks. © 2023 by the authors.","advanced air mobility (AAM); city logistics; door-to-door transport; public acceptance; urban air mobility (UAM)"
